item_id,term,type,source
dickens-hard-times,Utilitarianism,subject,loc
dickens-hard-times,Social problems,subject,loc
thoreau-walden,Homes and haunts,subject,loc
thoreau-walden,"Authors, American",subject,loc
thoreau-walden,Social life and customs,subject,loc
thoreau-walden,Solitude,subject,loc
thoreau-walden,Natural history,subject,loc
thoreau-walden,Wilderness areas,subject,loc
thackeray-newcomes,Domestic fiction.,genre,loc
thackeray-newcomes,Fiction,genre,loc
thackeray-newcomes,Families,subject,loc
kingsley-westward-ho-voyages,Fiction,genre,loc
kingsley-westward-ho-voyages,History,subject,loc
emerson-english-traits,Civilization,subject,loc
emerson-english-traits,Description and travel,subject,loc
emerson-english-traits,"National characteristics, English",subject,loc
reade-peg-woffington,Biographical fiction.,genre,loc
reade-peg-woffington,Actresses,subject,loc
reade-peg-woffington,Fiction,subject,loc
reade-peg-woffington,History,subject,loc
trollope-barchester-towers,text,genre,loc
trollope-barchester-towers,Domestic fiction.,genre,loc
trollope-barchester-towers,Fiction,genre,loc
trollope-barchester-towers,Barsetshire (England : Imaginary place),subject,loc
trollope-barchester-towers,FICTION / Historical,subject,loc
trollope-barchester-towers,Barchester (England : Imaginary place),subject,loc
trollope-barchester-towers,Clergy,subject,loc
trollope-barchester-towers,FICTION / Classics,subject,loc
dickens-little-dorrit,text,genre,loc
dickens-little-dorrit,Fiction,genre,loc
dickens-little-dorrit,Didactic fiction.,genre,loc
dickens-little-dorrit,Love stories.,genre,loc
dickens-little-dorrit,Inheritance and succession,subject,loc
dickens-little-dorrit,Fathers and daughters,subject,loc
dickens-little-dorrit,"Debt, Imprisonment for",subject,loc
dickens-little-dorrit,Children of prisoners,subject,loc
bronte-professor,Fiction,genre,loc
bronte-professor,Love stories.,genre,loc
bronte-professor,Women teachers,subject,loc
bronte-professor,British,subject,loc
bronte-professor,Triangles (Interpersonal relations),subject,loc
gray-grays-anatomy,bibliography,genre,loc
gray-grays-anatomy,Human anatomy,subject,loc
dickens-tale-two-cities,Study guides,genre,loc
dickens-tale-two-cities,Fiction,genre,loc
dickens-tale-two-cities,Historical fiction.,genre,loc
dickens-tale-two-cities,British,subject,loc
dickens-tale-two-cities,History,subject,loc
dickens-tale-two-cities,French,subject,loc
dickens-tale-two-cities,Examinations,subject,loc
eliot-adam-bede,Fiction,genre,loc
eliot-adam-bede,Didactic fiction.,genre,loc
eliot-adam-bede,Love stories.,genre,loc
eliot-adam-bede,Women clergy,subject,loc
eliot-adam-bede,Illegitimate children,subject,loc
eliot-adam-bede,Triangles (Interpersonal relations),subject,loc
eliot-adam-bede,Infanticide,subject,loc
eliot-adam-bede,Carpenters,subject,loc
tennyson-idylls-king,Adaptations,genre,loc
tennyson-idylls-king,Poetry,genre,loc
tennyson-idylls-king,Arthurian romances,subject,loc
tennyson-idylls-king,Knights and knighthood,subject,loc
mill-liberty,Liberty,subject,loc
darwin-origin-species,bibliography,genre,loc
darwin-origin-species,Evolution (Biology),subject,loc
darwin-origin-species,Natural selection,subject,loc
trollope-bertrams,bibliography,genre,loc
trollope-bertrams,Love stories.,genre,loc
trollope-bertrams,Fiction,subject,loc
trollope-bertrams,Scholars,subject,loc
meredith-ordeal-richard-feverel,Fiction,genre,loc
meredith-ordeal-richard-feverel,Fathers and sons,subject,loc
thackeray-virginians-tale-last,Domestic fiction.,genre,loc
thackeray-virginians-tale-last,Fiction,genre,loc
thackeray-virginians-tale-last,Historical fiction.,genre,loc
thackeray-virginians-tale-last,Americans,subject,loc
thackeray-virginians-tale-last,History,subject,loc
thackeray-virginians-tale-last,Brothers,subject,loc
thackeray-virginians-tale-last,Twins,subject,loc
thackeray-virginians-tale-last,Inheritance and succession,subject,loc
spencer-education-intellectual-moral,Education,subject,loc
hawthorne-marble-faun-transformation,Fiction,genre,loc
hawthorne-marble-faun-transformation,Love stories.,genre,loc
hawthorne-marble-faun-transformation,Psychological fiction.,genre,loc
hawthorne-marble-faun-transformation,Nobility,subject,loc
hawthorne-marble-faun-transformation,Americans,subject,loc
hawthorne-marble-faun-transformation,Women art students,subject,loc
hawthorne-marble-faun-transformation,Artists,subject,loc
hawthorne-marble-faun-transformation,Murder,subject,loc
eliot-mill-floss,bibliography,genre,loc
eliot-mill-floss,Fiction,genre,loc
eliot-mill-floss,Love stories.,genre,loc
eliot-mill-floss,Loss (Psychology),subject,loc
eliot-mill-floss,Brothers and sisters,subject,loc
eliot-mill-floss,Vendetta,subject,loc
eliot-mill-floss,Conflict of generations,subject,loc
eliot-mill-floss,Young women,subject,loc
eliot-mill-floss,Water mills,subject,loc
collins-woman-white,Mystery fiction.,genre,loc
collins-woman-white,Suspense fiction.,genre,loc
dickens-great-expectations,Study guides,genre,loc
dickens-great-expectations,bibliography,genre,loc
dickens-great-expectations,Fiction,genre,loc
dickens-great-expectations,Bildungsromans.,genre,loc
dickens-great-expectations,Working class,subject,loc
dickens-great-expectations,Benefactors,subject,loc
dickens-great-expectations,Ex-convicts,subject,loc
dickens-great-expectations,Young men,subject,loc
dickens-great-expectations,Examinations,subject,loc
dickens-great-expectations,Social life and customs,subject,loc
eliot-silas-marner,Domestic fiction.,genre,loc
eliot-silas-marner,Fiction,genre,loc
eliot-silas-marner,Fathers and daughters,subject,loc
eliot-silas-marner,Foundlings,subject,loc
eliot-silas-marner,Weavers,subject,loc
eliot-silas-marner,Adopted children,subject,loc
macaulay-history-england-accession,History,subject,loc
trollope-orley-farm,Domestic fiction.,genre,loc
trollope-orley-farm,Fiction,genre,loc
trollope-orley-farm,Forgers,subject,loc
trollope-orley-farm,Inheritance and succession,subject,loc
trollope-orley-farm,Landowners,subject,loc
trollope-orley-farm,Mothers and sons,subject,loc
dostoyevsky-house-dead,Fiction,genre,loc
dostoyevsky-house-dead,Exiles,subject,loc
yonge-history-christian-names,"Names, Personal",subject,loc
eliot-romola,Domestic fiction.,genre,loc
eliot-romola,Fiction,genre,loc
eliot-romola,Historical fiction.,genre,loc
eliot-romola,Psychological fiction.,genre,loc
eliot-romola,Greeks,subject,loc
eliot-romola,Married women,subject,loc
eliot-romola,Women,subject,loc
eliot-romola,Self-sacrifice,subject,loc
gaskell-sylvias-lovers,Fiction,genre,loc
gilchrist-life-william-blake,biography,genre,loc
gilchrist-life-william-blake,Artists,subject,loc
gilchrist-life-william-blake,"Poets, English",subject,loc
kingsley-water-babies-fairy,Fairy tales,subject,loc
gaskell-wives-daughters,Fiction,genre,loc
gaskell-wives-daughters,Domestic fiction.,genre,loc
gaskell-wives-daughters,Bildungsromane.,genre,loc
gaskell-wives-daughters,Love stories.,genre,loc
gaskell-wives-daughters,Social classes,subject,loc
gaskell-wives-daughters,Fathers and daughters,subject,loc
gaskell-wives-daughters,Children of physicians,subject,loc
gaskell-wives-daughters,Stepfamilies,subject,loc
gaskell-wives-daughters,Young women,subject,loc
carroll-alices-adventures-wonderland,still image,genre,loc
carroll-alices-adventures-wonderland,text,genre,loc
carroll-alices-adventures-wonderland,Specimens,genre,loc
carroll-alices-adventures-wonderland,Adaptations,genre,loc
carroll-alices-adventures-wonderland,Fantasy,subject,loc
carroll-alices-adventures-wonderland,Toy and movable books,subject,loc
carroll-alices-adventures-wonderland,Board books,subject,loc
arnold-essays-criticism,Poetry,subject,loc
arnold-essays-criticism,Criticism,subject,loc
arnold-essays-criticism,English poetry,subject,loc
ruskin-ethics-dust,Crystallography,subject,loc
ruskin-ethics-dust,Conduct of life,subject,loc
kennedy-legendary-fictions-irish,bibliography,genre,loc
kennedy-legendary-fictions-irish,Legends,subject,loc
kennedy-legendary-fictions-irish,Celts,subject,loc
kennedy-legendary-fictions-irish,Folklore,subject,loc
trollope-belton-estate,bibliography,genre,loc
trollope-belton-estate,Love stories.,genre,loc
trollope-belton-estate,Inheritance and succession,subject,loc
trollope-belton-estate,Fiction,subject,loc
trollope-claverings,Fiction,genre,loc
trollope-claverings,Love stories.,genre,loc
trollope-claverings,Inheritance and succession,subject,loc
trollope-claverings,Widows,subject,loc
trollope-claverings,Triangles (Interpersonal relations),subject,loc
dostoyevsky-gambler,bibliography,genre,loc
dostoyevsky-gambler,Fiction,genre,loc
dostoyevsky-gambler,Gamblers,subject,loc
dixon-new-america,Bookplates (Provenance),genre,loc
dixon-new-america,Mormon Church,subject,loc
dixon-new-america,Social life and customs,subject,loc
dixon-new-america,Sects,subject,loc
morris-specimens-early-english,English literature,subject,loc
bagehot-english-constitution,Constitution. [from old catalog],subject,loc
dickens-posthumous-papers-pickwick,Fiction,genre,loc
dickens-posthumous-papers-pickwick,Humorous fiction.,genre,loc
dickens-posthumous-papers-pickwick,Male friendship,subject,loc
dickens-posthumous-papers-pickwick,Men,subject,loc
meredith-vittoria,History,subject,loc
tolstoy-war-peace,text,genre,loc
alcott-little-women,bibliography,genre,loc
alcott-little-women,Domestic fiction.,genre,loc
alcott-little-women,Fiction,genre,loc
alcott-little-women,Autobiographical fiction.,genre,loc
alcott-little-women,March family (Fictitious characters),subject,loc
alcott-little-women,Young women,subject,loc
alcott-little-women,Sisters,subject,loc
alcott-little-women,Mothers and daughters,subject,loc
harte-luck-roaring-camp,Presentation copies (Provenance),genre,loc
collins-moonstone,bibliography,genre,loc
collins-moonstone,Mystery fiction.,genre,loc
collins-moonstone,Fiction,genre,loc
collins-moonstone,Diamonds,subject,loc
collins-moonstone,East Indians,subject,loc
collins-moonstone,Young women,subject,loc
collins-moonstone,Upper class,subject,loc
collins-moonstone,Jewelry theft,subject,loc
browning-ring-book,bibliography,genre,loc
swinburne-william-blake-critical,biography,genre,loc
swinburne-william-blake-critical,Criticism and interpretation,subject,loc
blackmore-lorna-doone,Love stories.,genre,loc
blackmore-lorna-doone,Historical fiction.,genre,loc
blackmore-lorna-doone,Fiction,subject,loc
blackmore-lorna-doone,"Monmouth's Rebellion, 1685",subject,loc
carroll-phantasmagoria-poems,Poetry,genre,loc
carroll-phantasmagoria-poems,Ghosts,subject,loc
carroll-phantasmagoria-poems,"Fantasy poetry, English",subject,loc
thackeray-four-georges-english,Characters,subject,loc
twain-innocents-abroad-new,Voyages and travels,subject,loc
twain-innocents-abroad-new,Description and travel,subject,loc
dickens-mystery-edwin-drood,Fiction,genre,loc
dickens-mystery-edwin-drood,Detective and mystery stories.,genre,loc
dickens-mystery-edwin-drood,Psychological fiction.,genre,loc
dickens-mystery-edwin-drood,Cathedrals,subject,loc
dickens-mystery-edwin-drood,Choral conductors,subject,loc
dickens-mystery-edwin-drood,Missing persons,subject,loc
hardy-desperate-remedies,text,genre,loc
hardy-desperate-remedies,Fiction,genre,loc
hardy-desperate-remedies,Love stories.,genre,loc
hardy-desperate-remedies,Young women,subject,loc
hardy-desperate-remedies,Lady's maids,subject,loc
hardy-desperate-remedies,"LITERARY CRITICISM / European / English, Irish, Scottish, Welsh",subject,loc
eliot-middlemarch,text,genre,loc
eliot-middlemarch,Fiction,genre,loc
eliot-middlemarch,Didactic fiction.,genre,loc
eliot-middlemarch,Bildungsromans.,genre,loc
eliot-middlemarch,Social reformers,subject,loc
eliot-middlemarch,FICTION / Psychological,subject,loc
eliot-middlemarch,Scholars,subject,loc
eliot-middlemarch,FICTION / Literary,subject,loc
eliot-middlemarch,Triangles (Interpersonal relations),subject,loc
eliot-middlemarch,City and town life,subject,loc
eliot-middlemarch,Married people,subject,loc
eliot-middlemarch,Young women,subject,loc
eliot-middlemarch,FICTION / Classics,subject,loc
darwin-descent-man-selection,Evolution,subject,loc
darwin-descent-man-selection,Natural selection,subject,loc
darwin-descent-man-selection,Heredity,subject,loc
burns-works-robert-burns,biography,genre,loc
carroll-looking-glass-alice,Fantasy fiction.,genre,loc
carroll-looking-glass-alice,Fiction,genre,loc
carroll-looking-glass-alice,Fantasy,subject,loc
butler-erewhon,Fiction,genre,loc
butler-erewhon,Utopias,subject,loc
reade-martyrdom-man,Civilization,subject,loc
hardy-greenwood-tree,Fiction,genre,loc
hardy-greenwood-tree,Love stories.,genre,loc
hardy-greenwood-tree,Pastoral fiction.,genre,loc
hardy-greenwood-tree,Musical fiction.,genre,loc
hardy-greenwood-tree,Church musicians,subject,loc
hardy-greenwood-tree,Women teachers,subject,loc
hardy-greenwood-tree,Courtship,subject,loc
hardy-greenwood-tree,Choirs (Music),subject,loc
hardy-pair-blue-eyes,Fiction,genre,loc
hardy-pair-blue-eyes,Didactic fiction.,genre,loc
hardy-pair-blue-eyes,Elopement,subject,loc
hardy-pair-blue-eyes,Separation (Psychology),subject,loc
hardy-pair-blue-eyes,Triangles (Interpersonal relations),subject,loc
arnold-literature-dogma,bibliography,genre,loc
arnold-literature-dogma,"Criticism, interpretation, etc",subject,loc
alcott-little-women-little,Domestic fiction.,genre,loc
alcott-little-women-little,Fiction,genre,loc
alcott-little-women-little,Juvenile fiction,genre,loc
alcott-little-women-little,March family (Fictitious characters),subject,loc
alcott-little-women-little,Family life,subject,loc
alcott-little-women-little,Families,subject,loc
alcott-little-women-little,Sisters,subject,loc
alcott-work-story-experience,Juvenile fiction,genre,loc
alcott-work-story-experience,text,genre,loc
alcott-work-story-experience,Feminist fiction.,genre,loc
alcott-work-story-experience,Juvenile literature-1873.,genre,loc
alcott-work-story-experience,Bildungsromans.,genre,loc
alcott-work-story-experience,Young women,subject,loc
alcott-work-story-experience,Women,subject,loc
green-short-history-english,History,subject,loc
hardy-far-madding-crowd,bibliography,genre,loc
hardy-far-madding-crowd,Fiction,genre,loc
hardy-far-madding-crowd,Farm life,subject,loc
hardy-far-madding-crowd,Women farmers,subject,loc
hardy-far-madding-crowd,Triangles (Interpersonal relations),subject,loc
alcott-eight-cousins-aunt,Cousins,subject,loc
alcott-eight-cousins-aunt,Family life,subject,loc
alcott-eight-cousins-aunt,Orphans,subject,loc
tennyson-queen-mary-drama,biography,genre,loc
tennyson-queen-mary-drama,Drama. [from old catalog],subject,loc
dowden-shakspere-critical-study,Criticism and interpretation,subject,loc
joyce-origin-history-irish,bibliography,genre,loc
joyce-origin-history-irish,"Names, Geographical",subject,loc
eliot-daniel-deronda,text,genre,loc
eliot-daniel-deronda,Fiction,genre,loc
eliot-daniel-deronda,Didactic fiction.,genre,loc
eliot-daniel-deronda,Jewish fiction.,genre,loc
eliot-daniel-deronda,Aristocracy (Social class),subject,loc
eliot-daniel-deronda,FICTION / Literary,subject,loc
eliot-daniel-deronda,Jews,subject,loc
eliot-daniel-deronda,Zionists,subject,loc
poe-poems-essays-edgar,biography,genre,loc
poe-poems-essays-edgar,"Poe, Edgar Allan, 1809-1849",subject,loc
twain-adventures-tom-sawyer,Graphic novels.,genre,loc
twain-adventures-tom-sawyer,Adventure stories.,genre,loc
twain-adventures-tom-sawyer,abstract or summary,genre,loc
twain-adventures-tom-sawyer,Fiction,genre,loc
twain-adventures-tom-sawyer,Graphic novels,subject,loc
twain-adventures-tom-sawyer,Adventure and adventurers,subject,loc
twain-adventures-tom-sawyer,History,subject,loc
hardy-hand-ethelberta,Humorous fiction.,genre,loc
hardy-hand-ethelberta,Impostors and imposture,subject,loc
hardy-hand-ethelberta,Fiction,subject,loc
hardy-hand-ethelberta,Courtship,subject,loc
carroll-hunting-snark,"Nonsense verses, English",subject,loc
trollope-prime-minister,Political fiction.,genre,loc
trollope-prime-minister,"Palliser, Plantagenet (Fictitious character)",subject,loc
trollope-prime-minister,Fiction,subject,loc
trollope-prime-minister,Prime ministers,subject,loc
jamieson-etymological-dictionary-scottish,dictionary,genre,loc
jamieson-etymological-dictionary-scottish,Scots language,subject,loc
tolstoy-anna-karenina,Didactic fiction.,genre,loc
tolstoy-anna-karenina,Love stories.,genre,loc
tolstoy-anna-karenina,Married women,subject,loc
