,id,type,counts
667,christie-murder-mesopotamia,overborrows,5
668,christie-murder-mews,overborrows,5
669,christie-murder-orient-express,overborrows,4
670,christie-murder-roger-ackroyd,overborrows,2
671,christie-murder-roger-ackroyd,unknown_borrows,1
672,christie-mysterious-affair-styles,overborrows,1
673,christie-mystery-blue-train,overborrows,2
674,christie-peril-end-house,post1942_events,1
675,christie-peril-end-house,unknown_borrows,1
676,christie-ten-little-niggers,overborrows,1
677,christie-thirteen-dinner,overborrows,3
678,christie-tuesday-club-murders,overborrows,4
679,christine,post1942_events,1
680,church-mesures,overborrows,1
681,church-mesures,unknown_borrows,1
682,clark-eugene-oneill-man,overborrows,1
683,clark-great-short-novels,overborrows,1
684,clark-great-short-stories,unknown_borrows,1
685,clark-stories-tell,post1942_events,1
686,clarke-cattledrive-connaught-poems,overborrows,1
687,clarke-millies-daughter,overborrows,2
688,clason-fifth-tumbler,overborrows,1
689,clement-picture-dead-portrait,overborrows,4
690,cleopatra,overborrows,1
691,clevely-three-wooden-overcoats,overborrows,4
692,close-eminent-asians-six,sunday_shopers,1
693,clouston-count-bunker,overborrows,1
694,clouston-lunatic-large-novel,overborrows,1
695,clouston-lunatic-large-novel,sunday_shopers,1
696,clutton-brock-shakespeares-hamlet,unknown_borrows,1
697,coats-john-galsworthy-dramatic,overborrows,1
698,cobb-alibi,overborrows,1
699,cocteau-thomas-impostor,overborrows,3
700,coe-knockout,overborrows,1
701,coffin-red-sky-morning,overborrows,1
702,cole-death-star,overborrows,1
703,cole-everybody-wants-know-money,unknown_borrows,1
704,cole-guide-modern-politics,overborrows,1
705,cole-intelligent-mans-review,overborrows,1
706,coleridge-chanson-vieux-marin,post1942_events,1
707,coleridge-chanson-vieux-marin,sunday_shopers,1
708,coleridge-poems,overborrows,1
709,coleridge-political-thought-samuel,sunday_shopers,1
710,collier-defy-foul-fiend,overborrows,3
711,collins-doctor-looks-biography,overborrows,1
712,collins-doctor-looks-biography,unknown_borrows,1
713,collins-doctor-looks-literature,overborrows,1
714,collins-facts-fiction,overborrows,1
715,collins-moonstone,overborrows,2
716,collins-woman-white,overborrows,1
717,colum-castle-conquer,longterm_borrows,1
718,colum-road-round-ireland,overborrows,1
719,colum-three-plays-fiddlers,overborrows,1
720,colvin-origins-empire,overborrows,1
721,confusion-tongues,unknown_borrows,1
722,congreve-complete-plays-william,overborrows,1
723,connington-case-nine-solutions,overborrows,1
724,connington-dangerfield-talisman,overborrows,1
725,connington-eye-museum,overborrows,1
726,connington-mystery-lynden-sands,overborrows,1
727,connington-nemesis-raynham-parva,overborrows,1
728,connington-tragedy-ravensthorpe,overborrows,1
729,connolly-enemies-promise,overborrows,5
730,connolly-enemies-promise,sunday_shopers,1
731,connolly-horizon-review-literature,overborrows,1
732,connolly-rock-pool,overborrows,1
733,conrad-almayers-folly,overborrows,1
734,conrad-chance,unknown_borrows,1
735,conrad-lord-jim,overborrows,4
736,conrad-mirror-sea,overborrows,1
737,conrad-nigger-narcissus,overborrows,4
738,conrad-nostromo-tale-seaboard,overborrows,1
739,conrad-notes-life-letters,overborrows,1
740,conrad-rescue-romance-shallows,overborrows,1
741,conrad-secret-agent-simple,post1942_events,1
742,conrad-set-six,overborrows,1
743,conrad-shadow-line-confession,overborrows,1
744,conrad-suspense,overborrows,1
745,conrad-tales-unrest,overborrows,2
746,conrad-typhoon,overborrows,1
747,conrad-typhoon,unknown_borrows,2
748,conrad-victory-island-tale,sunday_shopers,1
749,conrad-western-eyes,overborrows,1
750,conrad-within-tides,overborrows,1
751,conrad-youth-narrative,overborrows,3
752,conrad-youth-narrative,unknown_borrows,1
753,conroy-disinherited,longterm_borrows,1
754,conroy-disinherited,overborrows,1
755,contemporary-poetry-prose,post1942_events,1
756,coomaraswamy-buddha-gospel-buddhism,overborrows,1
757,cooper-deerslayer,overborrows,1
758,coppard-adam-eve-pinch,overborrows,1
759,coppard-black-dog-stories,overborrows,2
760,coppard-clorinda-walks-heaven,overborrows,1
761,coppard-field-mustard,overborrows,1
762,coppard-ninepenny-flute,overborrows,1
763,coppard-silver-circus,overborrows,1
764,coquiot-paul-cezanne,overborrows,1
765,corkery-munster-twilight,unknown_borrows,1
766,corkery-threshold-quiet,overborrows,1
767,corneille-six-plays-corneille,overborrows,1
768,couperus-hidden-story-modern,overborrows,1
769,coventry-patmore,overborrows,1
770,coward-present-indicative,overborrows,4
771,cowley-blue-juniata,overborrows,1
772,cowley-exiles-return-narrative,overborrows,3
773,cowling-preface-shakespeare,overborrows,1
774,coyle-flock-birds,overborrows,2
775,coyle-french-husband,overborrows,1
776,coyle-widows-house-novel,overborrows,2
777,cozzens-cure-flesh,overborrows,2
778,cozzens-cure-flesh,sunday_shopers,1
779,craig-art-theatre,overborrows,2
780,craig-books-theatres,overborrows,1
781,craig-ellen-terry-secret,overborrows,1
782,craig-scene,overborrows,1
783,craig-theatre-advancing,overborrows,2
784,crane-bridge,overborrows,2
785,crane-georges-mother-blue,post1942_events,1
786,crane-georges-mother-blue,sunday_shopers,1
787,crane-maggie-girl-streets,overborrows,5
788,crane-men-women-boats,overborrows,4
789,crane-red-badge-courage,overborrows,2
790,crane-white-buildings,overborrows,2
791,criterion,overborrows,26
792,criterion,unknown_borrows,2
793,croce-aesthetic-science-expression,overborrows,1
794,croce-history-europe-nineteenth,sunday_shopers,1
795,croce-poetry-dante,overborrows,1
796,crofts-box-office-murders,overborrows,2
797,crofts-found-floating-inspector,overborrows,1
798,crofts-found-floating-inspector,sunday_shopers,1
799,crofts-inspector-french-cheyne,overborrows,2
800,crofts-inspector-french-cheyne,sunday_shopers,1
801,crofts-inspector-frenchs-case,overborrows,2
802,crofts-loss-jane-vosper,overborrows,3
803,crofts-man-overboard,overborrows,2
804,croly-new-republic,overborrows,12
805,cronin-citadel,overborrows,5
806,cronin-grand-canary,overborrows,2
807,cronin-hatters-castle,overborrows,1
808,cronin-hatters-castle,sunday_shopers,1
809,cronin-stars-look,overborrows,4
810,cronin-stars-look,post1942_events,1
811,cronin-stars-look,unknown_borrows,1
812,cronyn-poems,post1942_events,1
813,crosfield-love-ancient-days,unknown_borrows,1
814,cross-life-times-laurence,overborrows,2
815,cross-yale-review,overborrows,4
816,crowley-diary-drug-fiend,sunday_shopers,1
817,crowley-moonchild,overborrows,2
818,crowninshield-vanity-fair,overborrows,6
819,cruse-shaping-english-literature,overborrows,1
820,cruttwell-madame-maintenon,longterm_borrows,1
821,cullen-color,overborrows,3
822,cummings-eimi,overborrows,2
823,cummings-enormous-room,overborrows,3
824,cummings-tulips-chimneys,overborrows,1
825,cunard-negro-anthology,overborrows,1
826,cunningham-principle-relativity,overborrows,1
827,cunnington-feminine-attitudes-nineteenth,overborrows,2
828,curie-madame-curie,overborrows,2
829,curtius-james-joyce-und,overborrows,1
830,curzon-of-kedleston-leaves-viceroys-notebook,overborrows,1
831,daddy-long-legs,overborrows,1
832,dahlberg-bottom-dogs,overborrows,5
833,dahlberg-flushing-calvary,overborrows,1
834,daingerfield-house-across-way,overborrows,1
835,damon-odyssey-dublin-2,overborrows,1
836,damon-odyssey-dublin-2,sunday_shopers,1
837,damon-william-blake-philosophy,sunday_shopers,1
838,dana-two-years-mast,overborrows,1
839,dane-babyons-chronicle-family,overborrows,3
840,dane-bill-divorcement,overborrows,4
841,dane-christmas-tree-murders,overborrows,4
842,dane-moon-feminine,overborrows,2
843,dane-regiment-women,overborrows,1
844,dannay-half-way-house,overborrows,2
845,darwin-naturalists-voyage-round,unknown_borrows,1
846,das-purdah-status-indian,overborrows,1
847,das-purdah-status-indian,unknown_borrows,1
848,david-neel-journey-lhasa,overborrows,2
849,davies-autobiography-super-tramp,post1942_events,1
850,davies-autobiography-super-tramp,unknown_borrows,1
851,davies-life-known-voices,overborrows,1
852,davies-red-hills,overborrows,1
853,davis-honey-horn,overborrows,3
854,davis-honey-horn,unknown_borrows,2
855,davis-van-bibber-others,overborrows,1
856,davis-van-bibber-others,unknown_borrows,1
857,day-lewis-collected-poems,unknown_borrows,1
858,day-lewis-friendly-tree,overborrows,4
859,day-lewis-hope-poetry,overborrows,1
860,day-lewis-mind-chains-socialism,overborrows,2
861,day-lewis-revolution-writing,overborrows,1
862,day-lewis-starting-point,overborrows,4
863,day-lewis-starting-point,post1942_events,3
864,day-life-father,overborrows,1
865,de-gobineau-lucky-prisoner,unknown_borrows,1
866,de-kruif-fight-life,overborrows,1
867,de-kruif-keep-alive,overborrows,1
868,de-kruif-men-death,overborrows,1
869,de-la-mare-connoisseur-stories,overborrows,1
870,de-la-mare-connoisseur-stories,sunday_shopers,1
871,de-la-mare-henry-brocken,overborrows,1
872,de-la-mare-listeners-poems,overborrows,1
873,de-la-mare-memoirs-midget,overborrows,1
874,de-la-mare-peacock-pie-book,overborrows,1
875,de-la-mare-peacock-pie-book,unknown_borrows,1
876,de-la-mare-poems-1901-1908,overborrows,1
877,de-la-mare-poems-1901-1908,sunday_shopers,1
878,de-la-mare-return,overborrows,2
879,de-la-mare-wind-blows,overborrows,2
880,de-la-roche-finchs-fortune,overborrows,6
881,de-la-roche-finchs-fortune,post1942_events,1
882,de-la-roche-growth-man,overborrows,2
883,de-la-roche-house,overborrows,2
884,de-la-roche-jalna,overborrows,4
885,de-la-roche-jalna,post1942_events,1
886,de-la-roche-lark-ascending,overborrows,2
887,de-la-roche-master-jalna,overborrows,4
888,de-la-roche-master-jalna,sunday_shopers,1
889,de-la-roche-whiteoak-harvest,overborrows,3
890,de-la-roche-whiteoaks,overborrows,3
891,de-la-roche-whiteoaks,post1942_events,1
892,de-la-roche-whiteoaks,unknown_borrows,1
893,de-la-roche-young-renny,overborrows,3
894,de-la-roche-young-renny,post1942_events,1
895,de-lanux-young-france-new,overborrows,1
896,de-quincey-collected-writings-thomas,post1942_events,6
897,de-quincey-collected-writings-thomas,sunday_shopers,1
898,de-quincey-confessions-english-opium,overborrows,2
899,de-quincey-confessions-english-opium,post1942_events,1
900,de-quincey-english-mail-coach,post1942_events,1
901,de-quincey-quincey-selections,post1942_events,1
902,de-quincey-quincey-selections,unknown_borrows,1
903,de-quincey-reminiscences-english-lake,overborrows,1
904,dean-murder-convenience,overborrows,1
905,death-august,overborrows,1
906,death-august,sunday_shopers,1
907,death-without-honour,overborrows,1
908,deeping-blind-mans-year,overborrows,2
909,deeping-kitty,overborrows,1
910,deeping-kitty,unknown_borrows,1
911,deeping-prophetic-marriage,overborrows,1
912,deeping-red-saint,overborrows,1
913,deeping-short-stories-warwick,overborrows,1
914,deeping-sorrell,overborrows,1
915,defoe-journal-plague-year,overborrows,2
916,defoe-moll-flanders,overborrows,3
917,defoe-moll-flanders,post1942_events,1
918,defoe-moll-flanders,unknown_borrows,2
919,defoe-robinson-crusoe,overborrows,2
920,defoe-tour-england-wales,overborrows,1
921,dehan-dop-doctor,overborrows,1
922,deirdre,longterm_borrows,1
923,deirdre,overborrows,2
924,dekker-guls-hornbook,overborrows,1
925,dekker-seven-deadly-sinnes,overborrows,2
926,delafield-challenge-clarissa,sunday_shopers,1
927,delafield-diary-provincial-lady,overborrows,2
928,delafield-faster-faster,overborrows,4
929,delafield-gay-life,overborrows,2
930,delafield-love,overborrows,3
931,delafield-nothing-safe,post1942_events,1
932,delafield-nothing-safe,sunday_shopers,1
933,delafield-provincial-lady-america,overborrows,1
934,delafield-provincial-lady-america,sunday_shopers,1
935,delafield-straw-without-bricks,overborrows,3
936,delafield-thank-heaven-fasting,overborrows,3
937,delafield-three-marriages,overborrows,4
938,delafield-three-marriages,post1942_events,1
939,deliverance,overborrows,1
940,dell-briary-bush,overborrows,1
941,dell-janet-march-novel,overborrows,1
942,dell-mad-ideal,overborrows,1
943,dell-moon-calf,overborrows,1
944,dennis-tail-comet,post1942_events,1
945,dent-mozarts-operas-critical,overborrows,2
946,descartes-geometrie,sunday_shopers,1
947,diamonds,overborrows,1
948,dickens-bleak-house,overborrows,1
949,dickens-david-copperfield,overborrows,2
950,dickens-great-expectations,overborrows,3
951,dickens-life-adventures-martin,overborrows,3
952,dickens-little-dorrit,overborrows,1
953,dickens-nicholas-nickleby,overborrows,3
954,dickens-old-curiosity-shop,overborrows,1
955,dickens-oliver-twist,overborrows,1
956,dickens-pictures-italy,unknown_borrows,1
957,dickens-uncommercial-traveler,overborrows,1
958,dickinson-complete-poems-emily,overborrows,2
959,dickinson-greek-view-life,overborrows,2
960,dickinson-letters-emily-dickinson,overborrows,3
961,dickinson-poems-emily-dickinson,overborrows,2
962,dickinson-religion-immortality,overborrows,1
963,dickinson-selected-poems-emily,overborrows,2
964,dickinson-selected-poems-emily,post1942_events,1
965,dickinson-selected-poems-emily,unknown_borrows,1
966,dickson-lovat-dicksons-magazine,overborrows,1
967,digby-mackworth-dolben-poems-digby-mackworth,overborrows,1
968,disraeli-letters-benjamin-disraeli,overborrows,1
969,disraeli-lothair,overborrows,1
970,disraeli-sybil-two-nations,overborrows,1
971,djilas-land-without-justice,post1942_events,1
972,doblin-berlin-alexanderplatz,overborrows,2
973,doblin-berlin-alexanderplatz,unknown_borrows,1
974,dobree-anne-victoria-essays,overborrows,1
975,dobree-anne-victoria-essays,post1942_events,1
976,dobree-emperors-tigers,overborrows,1
977,dodd-jefferson-davis,post1942_events,1
978,dodd-jefferson-davis,unknown_borrows,1
979,donne-donne-poetical-works,sunday_shopers,1
980,dos-passos-1919,overborrows,1
981,dos-passos-42nd-parallel,overborrows,4
982,dos-passos-adventures-young-man,overborrows,7
983,dos-passos-adventures-young-man,unknown_borrows,1
984,dos-passos-big-money,overborrows,7
985,dos-passos-big-money,post1942_events,1
986,dos-passos-big-money,sunday_shopers,1
987,dos-passos-countries,overborrows,2
988,dos-passos-journeys-wars,overborrows,2
989,dos-passos-manhattan-transfer,overborrows,6
990,dos-passos-manhattan-transfer,post1942_events,1
991,dos-passos-manhattan-transfer,unknown_borrows,1
992,dos-passos-orient-express,unknown_borrows,1
993,dos-passos-streets-night,overborrows,2
994,dos-passos-three-plays,sunday_shopers,1
995,dos-passos-three-soldiers,overborrows,5
996,dostoevskaia-dostoevsky-portrayed-wife,overborrows,2
997,dostoyevsky-brothers-karamazov,overborrows,1
998,dostoyevsky-brothers-karamazov,unknown_borrows,1
999,dostoyevsky-crime-punishment,overborrows,3
1000,dostoyevsky-gambler,post1942_events,1
1001,dostoyevsky-idiot,overborrows,1
1002,dostoyevsky-insulted-injured,overborrows,1
1003,dostoyevsky-possessed,overborrows,1
1004,doughty-travels-arabia-deserta,longterm_borrows,1
1005,doughty-travels-arabia-deserta,overborrows,2
1006,douglas-alone,overborrows,5
1007,douglas-autobiography-lord-alfred,overborrows,1
1008,douglas-experiments,overborrows,1
1009,douglas-looking-back-autobiographical,overborrows,1
1010,douglas-looking-back-autobiographical,sunday_shopers,1
1011,douglas-old-calabria,overborrows,2
1012,douglas-siren-land,overborrows,2
1013,douglas-south-wind,overborrows,11
1014,douglas-summer-islands-ischia,post1942_events,1
1015,douglas-together,overborrows,3
1016,dowden-life-robert-browning,post1942_events,1
1017,dowden-life-robert-browning,unknown_borrows,1
1018,dowden-shakspere-critical-study,overborrows,1
1019,doyle-adventures-sherlock-holmes,unknown_borrows,1
1020,doyle-hound-baskervilles,overborrows,2
1021,doyle-hound-baskervilles,post1942_events,1
1022,doyle-hound-baskervilles,unknown_borrows,1
1023,doyle-last-adventures-sherlock,overborrows,1
1024,doyle-mystery-cloomber,overborrows,1
1025,doyle-round-fire-stories,overborrows,2
1026,draper-music-midnight,overborrows,1
1027,dreiser-american-tragedy,overborrows,4
1028,dreiser-book,overborrows,1
1029,dreiser-chains-lesser-novels,overborrows,3
1030,dreiser-color-great-city,overborrows,1
1031,dreiser-dawn-history,overborrows,1
1032,dreiser-dreiser-looks-russia,overborrows,1
1033,dreiser-financier,overborrows,1
1034,dreiser-free-stories,overborrows,2
1035,dreiser-gallery-women,overborrows,3
1036,dreiser-genius,overborrows,3
1037,dreiser-genius,sunday_shopers,1
1038,dreiser-genius,unknown_borrows,1
1039,dreiser-hand-potter-tragedy,overborrows,1
1040,dreiser-hey-rub-dub,overborrows,2
1041,dreiser-sister-carrie,overborrows,3
1042,dreiser-tragic-america,overborrows,1
1043,dreiser-twelve-men,overborrows,1
1044,drinkwater-mary-stuart-play,overborrows,1
1045,drinkwater-pawns,overborrows,1
1046,drinkwater-pilgrim-eternity,overborrows,1
1047,drinkwater-swinburne-estimate,overborrows,1
1048,du-bois-darkwater,overborrows,1
1049,du-maurier-gerald-portrait,overborrows,1
1050,du-maurier-gerald-portrait,sunday_shopers,1
